book_id,title,authors,original_publication_year,language_code,average_rating,image_url,description,subjects,data_source,search_text
/works/OL145321W,Spontaneous healing,Andrew Weil,1995.0,eng,,https://covers.openlibrary.org/b/id/418164-M.jpg,"case reports, complementary therapies, healing, healing power of nature, holistic health, mental healing, naturopathy, popular works, spiritual healing, spontaneous remission, large type books, health, alternative medicine, nature, healing power of, medicine, rz440 .w43 1996, wb 880 w422s 2000, 615.5","case reports, complementary therapies, healing, healing power of nature, holistic health, mental healing, naturopathy, popular works, spiritual healing, spontaneous remission, large type books, health, alternative medicine, nature, healing power of, medicine, rz440 .w43 1996, wb 880 w422s 2000, 615.5",Open Library subject: health,"Title: Spontaneous healing Author: Andrew Weil Subjects: case reports, complementary therapies, healing, healing power of nature, holistic health, mental healing, naturopathy, popular works, spiritual healing, spontaneous remission, large type books, health, alternative medicine, nature, healing power of, medicine, rz440 .w43 1996, wb 880 w422s 2000, 615.5 Description: case reports, complementary therapies, healing, healing power of nature, holistic health, mental healing, naturopathy, popular works, spiritual healing, spontaneous remission, large type books, health, alternative medicine, nature, healing power of, medicine, rz440 .w43 1996, wb 880 w422s 2000, 615.5 Published: 1995.0"
22322,"Spook Country (Blue Ant, #2)",William Gibson,2007.0,en-US,3.66,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"'Among our most fascinating novelists ... unmissable' Daily Telegraph ------- THE SECOND NOVEL IN THE BLUE ANT TRILIOGY - READ PATTERN RECOGNITION AND ZERO HISTORY FOR MORE In New York, a young Cuban called Tito is passing iPods to a mysterious old man. Such activities do not go unnoticed, however, in these early days of the War on Terror, and Tito's movements are being tracked. Meanwhile, in LA, journalist Hollis Henry is on the trail of Bobby Chombo, who appears to know too much about military systems for his own good. With Bobby missing and the trail cold, Hollis digs deeper and is drawn into the final moves of a chilling game . . . A gripping spy thriller by William Gibson, bestselling author of Neuromancer. Part prophesy, part satire, Spook Country skewers the absurdity of modern life with the lightest and most engaging of touches. Readers of Neal Stephenson, Ray Bradbury and Iain M. Banks won't be able to put this book down. ------- 'A cool, sophisticated thriller' Financial Times 'Superb, brilliant. A compulsive and deeply intelligent literary thriller' New Statesman 'A neat, up-to-the-minute spy thriller' Metro Neuromancer has sold more than 6.5 million copies worldwide since publication, Guardian, July 2014",,GoodBooks + Google Books enrichment,"Title: Spook Country (Blue Ant, #2) Author: William Gibson Subjects: Description: 'Among our most fascinating novelists ... unmissable' Daily Telegraph ------- THE SECOND NOVEL IN THE BLUE ANT TRILIOGY - READ PATTERN RECOGNITION AND ZERO HISTORY FOR MORE In New York, a young Cuban called Tito is passing iPods to a mysterious old man. Such activities do not go unnoticed, however, in these early days of the War on Terror, and Tito's movements are being tracked. Meanwhile, in LA, journalist Hollis Henry is on the trail of Bobby Chombo, who appears to know too much about military systems for his own good. With Bobby missing and the trail cold, Hollis digs deeper and is drawn into the final moves of a chilling game . . . A gripping spy thriller by William Gibson, bestselling author of Neuromancer. Part prophesy, part satire, Spook Country skewers the absurdity of modern life with the lightest and most engaging of touches. Readers of Neal Stephenson, Ray Bradbury and Iain M. Banks won't be able to put this book down. ------- 'A cool, sophisticated thriller' Financial Times 'Superb, brilliant. A compulsive and deeply intelligent literary thriller' New Statesman 'A neat, up-to-the-minute spy thriller' Metro Neuromancer has sold more than 6.5 million copies worldwide since publication, Guardian, July 2014 Published: 2007.0"
9557,Sputnik Sweetheart,"Haruki Murakami, Philip Gabriel",1999.0,eng,3.82,https://images.gr-assets.com/books/1486764070m/9557.jpg,"*PRE-ORDER HARUKI MURAKAMI’S NEW NOVEL, THE CITY AND ITS UNCERTAIN WALLS, NOW* A mystery story about love, the cosmos and other fictional universes. Sumire is in love with a woman seventeen years her senior. Miu is glamorous and successful. Sumire is an aspiring writer who dresses in an oversized second-hand coat and heavy boots like a character in a Kerouac novel. Sumire spends hours on the phone talking to her best friend K about the big questions in life: what is sexual desire, and should she ever tell Miu how she feels for her? Meanwhile K wonders whether he should confess his own unrequited love for Sumire. Then, a desperate Miu calls from a small Greek island: Sumire has mysteriously vanished... 'Confirms Murakami as a master of his craft... Out of this world' Time Out",,GoodBooks + Google Books enrichment,"Title: Sputnik Sweetheart Author: Haruki Murakami, Philip Gabriel Subjects: Description: *PRE-ORDER HARUKI MURAKAMI’S NEW NOVEL, THE CITY AND ITS UNCERTAIN WALLS, NOW* A mystery story about love, the cosmos and other fictional universes. Sumire is in love with a woman seventeen years her senior. Miu is glamorous and successful. Sumire is an aspiring writer who dresses in an oversized second-hand coat and heavy boots like a character in a Kerouac novel. Sumire spends hours on the phone talking to her best friend K about the big questions in life: what is sexual desire, and should she ever tell Miu how she feels for her? Meanwhile K wonders whether he should confess his own unrequited love for Sumire. Then, a desperate Miu calls from a small Greek island: Sumire has mysteriously vanished... 'Confirms Murakami as a master of his craft... Out of this world' Time Out Published: 1999.0"
204479,"Spying in High Heels (High Heels, #1)",Gemma Halliday,2006.0,eng,3.67,https://images.gr-assets.com/books/1327885046m/204479.jpg,"L.A. shoe designer, Maddie Springer, lives her life by three rules: Fashion. Fashion. Fashion. But when she stumbles upon the work of a brutal killer, her life takes an unexpected turn from Manolos to murder. And things only get worse when her boyfriend disappears - along with $20 million in embezzled funds - and her every move is suddenly under scrutiny by the LAPD's sexiest cop. With the help of her post-menopausal bridezilla of a mother, a 300 pound psychic and one seriously oversexed best friend, Maddie finds herself stepping out of her stilettos and onto the trail of a murderer. But can she catch a killer before the killer catches up to her.",,GoodBooks + Google Books enrichment,"Title: Spying in High Heels (High Heels, #1) Author: Gemma Halliday Subjects: Description: L.A. shoe designer, Maddie Springer, lives her life by three rules: Fashion. Fashion. Fashion. But when she stumbles upon the work of a brutal killer, her life takes an unexpected turn from Manolos to murder. And things only get worse when her boyfriend disappears - along with $20 million in embezzled funds - and her every move is suddenly under scrutiny by the LAPD's sexiest cop. With the help of her post-menopausal bridezilla of a mother, a 300 pound psychic and one seriously oversexed best friend, Maddie finds herself stepping out of her stilettos and onto the trail of a murderer. But can she catch a killer before the killer catches up to her. Published: 2006.0"
153795,"Squire (Protector of the Small, #3)",Tamora Pierce,2001.0,eng,4.27,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"The third book in the New York Times bestselling series from the fantasy author who is a legend herself: TAMORA PIERCE. The path to knighthood is full of surprises. . . . Keladry of Mindelan dreams of becoming squire to the famous female knight Alanna the Lioness, but she worries that she will not be selected by her hero—perhaps not by any knight master. When Kel is picked instead by the legendary Lord Raoul, the unexpected honor shocks her enemies across the realm. Kel must quickly prove herself up to the task, mastering her fighting and leadership skills while discovering what it takes to be part of the royal guard. A new romance is blossoming as well, bringing with it the rush of first love and the unexpected challenges of balancing knight work and a relationship. All the while, Kel prepares for her biggest fear: the infamous “Ordeal,” the last challenge that stands between her and knighthood. More timely than ever, the Protector of the Small series is Anti-Bullying 101 while also touching on issues of bravery, friendship, and dealing humanely with refugees against a backdrop of an action-packed fantasy adventure. ""Tamora Pierce's books shaped me not only as a young writer but also as a young woman. She is a pillar, an icon, and an inspiration. Cracking open one of her marvelous novels always feels like coming home."" —SARAH J. MAAS, #1 New York Times bestselling author ""Tamora Pierce didn't just blaze a trail. Her heroines cut a swath through the fantasy world with wit, strength, and savvy. Her stories still lead the vanguard today. Pierce is the real lioness, and we're all just running to keep pace."" —LEIGH BARDUGO, #1 New York Times bestselling author",,GoodBooks + Google Books enrichment,"Title: Squire (Protector of the Small, #3) Author: Tamora Pierce Subjects: Description: The third book in the New York Times bestselling series from the fantasy author who is a legend herself: TAMORA PIERCE. The path to knighthood is full of surprises. . . . Keladry of Mindelan dreams of becoming squire to the famous female knight Alanna the Lioness, but she worries that she will not be selected by her hero—perhaps not by any knight master. When Kel is picked instead by the legendary Lord Raoul, the unexpected honor shocks her enemies across the realm. Kel must quickly prove herself up to the task, mastering her fighting and leadership skills while discovering what it takes to be part of the royal guard. A new romance is blossoming as well, bringing with it the rush of first love and the unexpected challenges of balancing knight work and a relationship. All the while, Kel prepares for her biggest fear: the infamous “Ordeal,” the last challenge that stands between her and knighthood. More timely than ever, the Protector of the Small series is Anti-Bullying 101 while also touching on issues of bravery, friendship, and dealing humanely with refugees against a backdrop of an action-packed fantasy adventure. ""Tamora Pierce's books shaped me not only as a young writer but also as a young woman. She is a pillar, an icon, and an inspiration. Cracking open one of her marvelous novels always feels like coming home."" —SARAH J. MAAS, #1 New York Times bestselling author ""Tamora Pierce didn't just blaze a trail. Her heroines cut a swath through the fantasy world with wit, strength, and savvy. Her stories still lead the vanguard today. Pierce is the real lioness, and we're all just running to keep pace."" —LEIGH BARDUGO, #1 New York Times bestselling author Published: 2001.0"
7857195,Squirrel Seeks Chipmunk: A Modest Bestiary,"David Sedaris, Ian Falconer",2010.0,eng,3.34,https://images.gr-assets.com/books/1279831428m/7857195.jpg,"Featuring David Sedaris's unique blend of hilarity and heart, this new collection of keen-eyed animal-themed tales is an utter delight. Though the characters may not be human, the situations in these stories bear an uncanny resemblance to the insanity of everyday life. In ""The Toad, the Turtle, and the Duck,"" three strangers commiserate about animal bureaucracy while waiting in a complaint line. In ""Hello Kitty,"" a cynical feline struggles to sit through his prison-mandated AA meetings. In ""The Squirrel and the Chipmunk,"" a pair of star-crossed lovers is separated by prejudiced family members. With original illustrations by Ian Falconer, author of the bestselling Olivia series of children's books, these stories are David Sedaris at his most observant, poignant, and surprising.",,GoodBooks + Google Books enrichment,"Title: Squirrel Seeks Chipmunk: A Modest Bestiary Author: David Sedaris, Ian Falconer Subjects: Description: Featuring David Sedaris's unique blend of hilarity and heart, this new collection of keen-eyed animal-themed tales is an utter delight. Though the characters may not be human, the situations in these stories bear an uncanny resemblance to the insanity of everyday life. In ""The Toad, the Turtle, and the Duck,"" three strangers commiserate about animal bureaucracy while waiting in a complaint line. In ""Hello Kitty,"" a cynical feline struggles to sit through his prison-mandated AA meetings. In ""The Squirrel and the Chipmunk,"" a pair of star-crossed lovers is separated by prejudiced family members. With original illustrations by Ian Falconer, author of the bestselling Olivia series of children's books, these stories are David Sedaris at his most observant, poignant, and surprising. Published: 2010.0"
/works/OL19247373W,Ssu-chʻuan sheng chih,Sichuan Sheng di fang zhi bian zuan wei yuan hui,1992.0,eng,,https://covers.openlibrary.org/b/id/5238973-M.jpg,"history, metallurgy, transportation, electronic industries, industries, industies, electric industries, textile industry, television broadcasting, radio broadcasting, chemical industry, food industry and trade, grain, sichuan sheng, human services, finance, banks and banking, geography","history, metallurgy, transportation, electronic industries, industries, industies, electric industries, textile industry, television broadcasting, radio broadcasting, chemical industry, food industry and trade, grain, sichuan sheng, human services, finance, banks and banking, geography",Open Library subject: technology,"Title: Ssu-chʻuan sheng chih Author: Sichuan Sheng di fang zhi bian zuan wei yuan hui Subjects: history, metallurgy, transportation, electronic industries, industries, industies, electric industries, textile industry, television broadcasting, radio broadcasting, chemical industry, food industry and trade, grain, sichuan sheng, human services, finance, banks and banking, geography Description: history, metallurgy, transportation, electronic industries, industries, industies, electric industries, textile industry, television broadcasting, radio broadcasting, chemical industry, food industry and trade, grain, sichuan sheng, human services, finance, banks and banking, geography Published: 1992.0"
16280689,"Staked (The Iron Druid Chronicles, #8)",Kevin Hearne,2016.0,eng,4.23,https://images.gr-assets.com/books/1434745650m/16280689.jpg,"***OVER A MILLION COPIES OF THE IRON DRUID BOOKS SOLD*** 'American Gods meets Jim Butcher's Harry Dresden' SFF World When a druid has lived for two thousand years like Atticus, he's bound to run afoul of a few vampires. Make that legions of them. Even his former friend and legal counsel turned out to be a bloodsucking backstabber. Now the toothy troublemakers - led by power-mad Theophilus - have become a huge problem requiring a solution. It's time to make a stand. As always, Atticus wouldn't mind a little backup. But his allies have problems of their own. Ill-tempered archdruid Owen Kennedy is having a wee bit of troll trouble: turns out when you stiff a troll, it's not water under the bridge. Meanwhile, Granuaile is desperate to free herself of the Norse god Loki's mark and elude his powers of divination - a quest that will bring her face to face with several Slavic nightmares. As Atticus globetrots to stop his nemesis Theophilus, the journey leads to Rome. What better place to end an immortal than the Eternal City? But poetic justice won't come without a price: In order to defeat Theophilus, Atticus may have to lose an old friend. Praise for the Iron Druid Chronicles: 'Atticus and his crew are a breath of fresh air! . . . I love, love, love this series' My Bookish Ways 'Entertaining, steeped in a ton of mythology, populated by awesome characters' Civilian Reader 'This is one series no fantasy fan should miss. Mystery, suspense, magic and mayhem' SciFiChick The Iron Druid Chronicles Hounded Hexed Hammered Tricked Trapped Hunted Shattered Staked Scourged Besieged (short stories) HAVE YOU TRIED . . . Kevin Hearne's epic fantasy novel A PLAGUE OF GIANTS - described by Delilah S. Dawson as 'a rare masterpiece that's both current and timeless . . . merging the fantasy bones of Tolkien and Rothfuss with a wide cast of characters who'll break your heart'. Out now!",,GoodBooks + Google Books enrichment,"Title: Staked (The Iron Druid Chronicles, #8) Author: Kevin Hearne Subjects: Description: ***OVER A MILLION COPIES OF THE IRON DRUID BOOKS SOLD*** 'American Gods meets Jim Butcher's Harry Dresden' SFF World When a druid has lived for two thousand years like Atticus, he's bound to run afoul of a few vampires. Make that legions of them. Even his former friend and legal counsel turned out to be a bloodsucking backstabber. Now the toothy troublemakers - led by power-mad Theophilus - have become a huge problem requiring a solution. It's time to make a stand. As always, Atticus wouldn't mind a little backup. But his allies have problems of their own. Ill-tempered archdruid Owen Kennedy is having a wee bit of troll trouble: turns out when you stiff a troll, it's not water under the bridge. Meanwhile, Granuaile is desperate to free herself of the Norse god Loki's mark and elude his powers of divination - a quest that will bring her face to face with several Slavic nightmares. As Atticus globetrots to stop his nemesis Theophilus, the journey leads to Rome. What better place to end an immortal than the Eternal City? But poetic justice won't come without a price: In order to defeat Theophilus, Atticus may have to lose an old friend. Praise for the Iron Druid Chronicles: 'Atticus and his crew are a breath of fresh air! . . . I love, love, love this series' My Bookish Ways 'Entertaining, steeped in a ton of mythology, populated by awesome characters' Civilian Reader 'This is one series no fantasy fan should miss. Mystery, suspense, magic and mayhem' SciFiChick The Iron Druid Chronicles Hounded Hexed Hammered Tricked Trapped Hunted Shattered Staked Scourged Besieged (short stories) HAVE YOU TRIED . . . Kevin Hearne's epic fantasy novel A PLAGUE OF GIANTS - described by Delilah S. Dawson as 'a rare masterpiece that's both current and timeless . . . merging the fantasy bones of Tolkien and Rothfuss with a wide cast of characters who'll break your heart'. Out now! Published: 2016.0"
/works/OL4624855W,Stalking the wild asparagus,Euell Gibbons,1962.0,eng,,https://covers.openlibrary.org/b/id/703035-M.jpg,"edible wild plants, cookery (wild foods), cooking, cooking (wild foods), nature study, cookery, edible plants, natural foods","edible wild plants, cookery (wild foods), cooking, cooking (wild foods), nature study, cookery, edible plants, natural foods",Open Library subject: cooking,"Title: Stalking the wild asparagus Author: Euell Gibbons Subjects: edible wild plants, cookery (wild foods), cooking, cooking (wild foods), nature study, cookery, edible plants, natural foods Description: edible wild plants, cookery (wild foods), cooking, cooking (wild foods), nature study, cookery, edible plants, natural foods Published: 1962.0"
31493,"Standing in the Rainbow (Elmwood Springs, #2)",Fannie Flagg,1998.0,eng,4.02,https://images.gr-assets.com/books/1304980220m/31493.jpg,"Good news! Fannie’s back in town—and the town is among the leading characters in her new novel. Along with Neighbor Dorothy, the lady with the smile in her voice, whose daily radio broadcasts keep us delightfully informed on all the local news, we also meet Bobby, her ten-year-old son, destined to live a thousand lives, most of them in his imagination; Norma and Macky Warren and their ninety-eight-year-old Aunt Elner; the oddly sexy and charismatic Hamm Sparks, who starts off in life as a tractor salesman and ends up selling himself to the whole state and almost the entire country; and the two women who love him as differently as night and day. Then there is Tot Whooten, the beautician whose luck is as bad as her hairdressing skills; Beatrice Woods, the Little Blind Songbird; Cecil Figgs, the Funeral King; and the fabulous Minnie Oatman, lead vocalist of the Oatman Family Gospel Singers. The time is 1946 until the present. The town is Elmwood Springs, Missouri, right in the middle of the country, in the midst of the mostly joyous transition from war to peace, aiming toward a dizzyingly bright future. Once again, Fannie Flagg gives us a story of richly human characters, the saving graces of the once-maligned middle classes and small-town life, and the daily contest between laughter and tears. Fannie truly writes from the heartland, and her storytelling is, to quote Time, ""utterly irresistible.""",,GoodBooks + Google Books enrichment,"Title: Standing in the Rainbow (Elmwood Springs, #2) Author: Fannie Flagg Subjects: Description: Good news! Fannie’s back in town—and the town is among the leading characters in her new novel. Along with Neighbor Dorothy, the lady with the smile in her voice, whose daily radio broadcasts keep us delightfully informed on all the local news, we also meet Bobby, her ten-year-old son, destined to live a thousand lives, most of them in his imagination; Norma and Macky Warren and their ninety-eight-year-old Aunt Elner; the oddly sexy and charismatic Hamm Sparks, who starts off in life as a tractor salesman and ends up selling himself to the whole state and almost the entire country; and the two women who love him as differently as night and day. Then there is Tot Whooten, the beautician whose luck is as bad as her hairdressing skills; Beatrice Woods, the Little Blind Songbird; Cecil Figgs, the Funeral King; and the fabulous Minnie Oatman, lead vocalist of the Oatman Family Gospel Singers. The time is 1946 until the present. The town is Elmwood Springs, Missouri, right in the middle of the country, in the midst of the mostly joyous transition from war to peace, aiming toward a dizzyingly bright future. Once again, Fannie Flagg gives us a story of richly human characters, the saving graces of the once-maligned middle classes and small-town life, and the daily contest between laughter and tears. Fannie truly writes from the heartland, and her storytelling is, to quote Time, ""utterly irresistible."" Published: 1998.0"
/works/OL473476W,Star Born,Andre Norton,1957.0,eng,,https://covers.openlibrary.org/b/id/5542954-M.jpg,"classic literature, fiction, science fiction, science fiction & fantasy, pax, fiction, fantasy, general, fiction, science fiction, general, fiction, science fiction, action & adventure, american science fiction, space colonies -- fiction, children's fiction, life on other planets, fiction","classic literature, fiction, science fiction, science fiction & fantasy, pax, fiction, fantasy, general, fiction, science fiction, general, fiction, science fiction, action & adventure, american science fiction, space colonies -- fiction, children's fiction, life on other planets, fiction",Open Library subject: science_fiction,"Title: Star Born Author: Andre Norton Subjects: classic literature, fiction, science fiction, science fiction & fantasy, pax, fiction, fantasy, general, fiction, science fiction, general, fiction, science fiction, action & adventure, american science fiction, space colonies -- fiction, children's fiction, life on other planets, fiction Description: classic literature, fiction, science fiction, science fiction & fantasy, pax, fiction, fantasy, general, fiction, science fiction, general, fiction, science fiction, action & adventure, american science fiction, space colonies -- fiction, children's fiction, life on other planets, fiction Published: 1957.0"
9462795,"Starcrossed (Starcrossed, #1)",Josephine Angelini,2011.0,en-US,4.08,https://images.gr-assets.com/books/1358266716m/9462795.jpg,"The first book in Josephine Angelini's internationally-bestselling series, Starcrossed is a passionate love story that began thousands of years ago in a world of Gods and mortals. . . When shy, awkward Helen Hamilton sees Lucas Delos for the first time she thinks two things: the first, that he is the most ridiculously beautiful boy she has seen in her life; the second, that she wants to kill him with her bare hands. With an ancient curse making them loathe one another, Lucas and Helen have to keep their distance. But sometimes love is stronger than hate, and not even the gods themselves can prevent what will happen . . . Continue the modern mythology trilogy with Dreamless.",,GoodBooks + Google Books enrichment,"Title: Starcrossed (Starcrossed, #1) Author: Josephine Angelini Subjects: Description: The first book in Josephine Angelini's internationally-bestselling series, Starcrossed is a passionate love story that began thousands of years ago in a world of Gods and mortals. . . When shy, awkward Helen Hamilton sees Lucas Delos for the first time she thinks two things: the first, that he is the most ridiculously beautiful boy she has seen in her life; the second, that she wants to kill him with her bare hands. With an ancient curse making them loathe one another, Lucas and Helen have to keep their distance. But sometimes love is stronger than hate, and not even the gods themselves can prevent what will happen . . . Continue the modern mythology trilogy with Dreamless. Published: 2011.0"
16793,Stardust,Neil Gaiman,1999.0,eng,4.07,https://images.gr-assets.com/books/1459127484m/16793.jpg,A new edition of Neil Gaiman's bestselling novel to tie in with the release of the Paramount Pictures film on 27 July 2007,,GoodBooks + Google Books enrichment,Title: Stardust Author: Neil Gaiman Subjects: Description: A new edition of Neil Gaiman's bestselling novel to tie in with the release of the Paramount Pictures film on 27 July 2007 Published: 1999.0
22232,"Stargirl (Stargirl, #1)",Jerry Spinelli,2000.0,eng,3.74,https://images.gr-assets.com/books/1335947642m/22232.jpg,"Immaginate una scuola di provincia in cui tutti i ragazzi si vestono allo stesso modo e fanno le stesse cose, e poi chiedetevi che effetto farebbe, in un posto del genere, l'apparizione di una ragazza vestita nel modo più stravagante, che va in giro con un topo in tasca e un ukulele...",,GoodBooks + Google Books enrichment,"Title: Stargirl (Stargirl, #1) Author: Jerry Spinelli Subjects: Description: Immaginate una scuola di provincia in cui tutti i ragazzi si vestono allo stesso modo e fanno le stesse cose, e poi chiedetevi che effetto farebbe, in un posto del genere, l'apparizione di una ragazza vestita nel modo più stravagante, che va in giro con un topo in tasca e un ukulele... Published: 2000.0"
239102,"Starless Night (Forgotten Realms: Legacy of the Drow, #2; Legend of Drizzt, #8)",R.A. Salvatore,1992.0,en-GB,4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"To protect his friends, Drizzt Do’Urden returns to the City of Spiders in the second book of The Legacy of the Drow series and the eighth book in the greater Legend of Drizzt. Though Drizzt Do’Urden is still reeling from an unexpected death, he is allowed little time to grieve. Dark elves hell-bent on destruction are gathering in the caverns deep under Mithral Hall. To keep his adopted home and family safe, Drizzt must now return to the dreadful city of his birth. Nicknamed the City of Spiders, Menzoberranzan is one of the most dangerous places in the already perilous Underdark. For Drizzt, a rogue elf with a price on his head, setting foot inside the city is no small risk—it’s certain death. But he and his companions are no strangers to such dire circumstances. Driven by their love for and loyalty to the dwarves of Mithral Hall, they will engage the dark elves in combat and willingly lay down their lives. Starless Night is the second book in the Legacy of the Drow series and the eighth book in the Legend of Drizzt series.",,GoodBooks + Google Books enrichment,"Title: Starless Night (Forgotten Realms: Legacy of the Drow, #2; Legend of Drizzt, #8) Author: R.A. Salvatore Subjects: Description: To protect his friends, Drizzt Do’Urden returns to the City of Spiders in the second book of The Legacy of the Drow series and the eighth book in the greater Legend of Drizzt. Though Drizzt Do’Urden is still reeling from an unexpected death, he is allowed little time to grieve. Dark elves hell-bent on destruction are gathering in the caverns deep under Mithral Hall. To keep his adopted home and family safe, Drizzt must now return to the dreadful city of his birth. Nicknamed the City of Spiders, Menzoberranzan is one of the most dangerous places in the already perilous Underdark. For Drizzt, a rogue elf with a price on his head, setting foot inside the city is no small risk—it’s certain death. But he and his companions are no strangers to such dire circumstances. Driven by their love for and loyalty to the dwarves of Mithral Hall, they will engage the dark elves in combat and willingly lay down their lives. Starless Night is the second book in the Legacy of the Drow series and the eighth book in the Legend of Drizzt series. Published: 1992.0"
273512,"Starlight (Warriors: The New Prophecy, #4)",Erin Hunter,2006.0,en-US,4.28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"In the exciting second Warriors story arc, the wild cats of the forest have lived in peace and harmony for many moons—but new prophecies from their warrior ancestors speak of a mysterious destiny and grave danger for the clans. The fourth of six titles in this thrilling feline fantasy adventure.",,GoodBooks + Google Books enrichment,"Title: Starlight (Warriors: The New Prophecy, #4) Author: Erin Hunter Subjects: Description: In the exciting second Warriors story arc, the wild cats of the forest have lived in peace and harmony for many moons—but new prophecies from their warrior ancestors speak of a mysterious destiny and grave danger for the clans. The fourth of six titles in this thrilling feline fantasy adventure. Published: 2006.0"
/works/OL3290739W,Star Maker,Olaf Stapledon,1937.0,eng,,https://covers.openlibrary.org/b/id/911107-M.jpg,"fiction, general, fiction in english, science fiction, fiction, cosmology, long now manual for civilization, fiction, science fiction, general, english literature, english science fiction","fiction, general, fiction in english, science fiction, fiction, cosmology, long now manual for civilization, fiction, science fiction, general, english literature, english science fiction",Open Library subject: science_fiction,"Title: Star Maker Author: Olaf Stapledon Subjects: fiction, general, fiction in english, science fiction, fiction, cosmology, long now manual for civilization, fiction, science fiction, general, english literature, english science fiction Description: fiction, general, fiction in english, science fiction, fiction, cosmology, long now manual for civilization, fiction, science fiction, general, english literature, english science fiction Published: 1937.0"
25689074,"Stars Above (The Lunar Chronicles, #4.5)",Marissa Meyer,2016.0,eng,4.27,https://images.gr-assets.com/books/1472473049m/25689074.jpg,"The #1 New York Times Bestselling Series! The enchantment continues. . . . The universe of the Lunar Chronicles holds stories - and secrets - that are wondrous, vicious, and romantic. How did Cinder first arrive in New Beijing? How did the brooding soldier Wolf transform from young man to killer? When did Princess Winter and the palace guard Jacin realize their destinies? With six stories - two of which have never before been published - and an exclusive never-before-seen excerpt from Marissa Meyer's novel, Heartless, about the Queen of Hearts from Alice in Wonderland, Stars Above is essential for fans of the bestselling and beloved Lunar Chronicles.",,GoodBooks + Google Books enrichment,"Title: Stars Above (The Lunar Chronicles, #4.5) Author: Marissa Meyer Subjects: Description: The #1 New York Times Bestselling Series! The enchantment continues. . . . The universe of the Lunar Chronicles holds stories - and secrets - that are wondrous, vicious, and romantic. How did Cinder first arrive in New Beijing? How did the brooding soldier Wolf transform from young man to killer? When did Princess Winter and the palace guard Jacin realize their destinies? With six stories - two of which have never before been published - and an exclusive never-before-seen excerpt from Marissa Meyer's novel, Heartless, about the Queen of Hearts from Alice in Wonderland, Stars Above is essential for fans of the bestselling and beloved Lunar Chronicles. Published: 2016.0"
24611454,"Stars of Fortune (The Guardians Trilogy, #1)",Nora Roberts,2015.0,eng,4.0,https://images.gr-assets.com/books/1458079016m/24611454.jpg,"Includes excerpt from author's, ""The Obsession"" (pages 305 -314).",,GoodBooks + Google Books enrichment,"Title: Stars of Fortune (The Guardians Trilogy, #1) Author: Nora Roberts Subjects: Description: Includes excerpt from author's, ""The Obsession"" (pages 305 -314). Published: 2015.0"
7307795,"Started Early, Took My Dog (Jackson Brodie, #4)",Kate Atkinson,2010.0,eng,3.89,https://images.gr-assets.com/books/1273446011m/7307795.jpg,"The fourth Jackson Brodie novel: literary crime from the prizewinning number-one bestselling author of Big Sky and Transcription. 'Crime has given Atkinson the freedom to write an ambitious, panoramic work, full of excitement, colour and compassion' Sunday Times A day like any other for security chief Tracy Waterhouse, until she makes a shocking impulse purchase. That one moment of madness is all it takes for Tracy's humdrum world to be turned upside down, the tedium of everyday life replaced by fear and danger at every turn. Witnesses to Tracy's outrageous exchange in the Merrion Centre in Leeds are Tilly, an elderly actress teetering on the brink of her own disaster, and Jackson Brodie, who has returned to his home county in search of someone else's roots. All three characters learn that the past is never history and that no good deed goes unpunished.",,GoodBooks + Google Books enrichment,"Title: Started Early, Took My Dog (Jackson Brodie, #4) Author: Kate Atkinson Subjects: Description: The fourth Jackson Brodie novel: literary crime from the prizewinning number-one bestselling author of Big Sky and Transcription. 'Crime has given Atkinson the freedom to write an ambitious, panoramic work, full of excitement, colour and compassion' Sunday Times A day like any other for security chief Tracy Waterhouse, until she makes a shocking impulse purchase. That one moment of madness is all it takes for Tracy's humdrum world to be turned upside down, the tedium of everyday life replaced by fear and danger at every turn. Witnesses to Tracy's outrageous exchange in the Merrion Centre in Leeds are Tilly, an elderly actress teetering on the brink of her own disaster, and Jackson Brodie, who has returned to his home county in search of someone else's roots. All three characters learn that the past is never history and that no good deed goes unpunished. Published: 2010.0"
